lat,lon,note,address,isworking,images
11.111972,125.500634,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,18196 Summerview Point,TRUE,http://dummyimage.com/220x207.png/ff4444/ffffff
22.0832638,102.5757028,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",0613 Ruskin Place,FALSE,http://dummyimage.com/137x227.jpg/cc0000/ffffff
42.901533,125.136451,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",8 Westport Drive,TRUE,http://dummyimage.com/110x115.bmp/cc0000/ffffff
-6.1512014,-79.7147468,,3 Judy Street,,
-21.5354088,-49.8569266,,763 Westridge Hill,,
59.8913759,10.680635,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",9098 Sutteridge Street,TRUE,http://dummyimage.com/194x238.jpg/5fa2dd/ffffff
49.6782112,13.2227563,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",4 Becker Point,FALSE,http://dummyimage.com/250x134.png/dddddd/000000
16.7670685,107.1454981,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",4 Mendota Center,TRUE,http://dummyimage.com/106x176.jpg/5fa2dd/ffffff
44.351935,-87.8445954,,2 Larry Crossing,,
43.690835,18.7940562,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",87628 Dennis Plaza,TRUE,http://dummyimage.com/154x168.bmp/dddddd/000000
13.5668258,-2.4109908,,758 Algoma Center,,
15.6729353,0.5045206,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",17 Bartillon Terrace,TRUE,http://dummyimage.com/203x209.png/dddddd/000000
47.0163969,-68.1430029,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",142 Trailsway Place,FALSE,http://dummyimage.com/194x210.jpg/cc0000/ffffff
47.008673,124.17754,,099 Vermont Drive,,
-8.2439141,114.3727687,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6 Dennis Avenue,FALSE,http://dummyimage.com/118x106.png/cc0000/ffffff
30.479255,110.227902,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",28 Merry Way,TRUE,http://dummyimage.com/193x149.png/dddddd/000000
8.931132,-75.030651,,3877 Superior Lane,,
5.896774,118.06182,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",244 Carberry Avenue,FALSE,http://dummyimage.com/235x198.bmp/5fa2dd/ffffff
-32.9057716,-60.6869017,,371 Upham Point,,
36.831603,101.411973,,9 Scofield Terrace,,
52.0016128,42.344717,,78007 Kinsman Drive,,
-7.1481355,111.4991334,,64845 Springs Trail,,
45.052484,4.8398662,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",1 Brickson Park Point,FALSE,http://dummyimage.com/107x127.jpg/ff4444/ffffff
44.7416079,18.2727658,,3421 Express Avenue,,
45.161017,1.663862,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",305 Old Gate Center,FALSE,http://dummyimage.com/246x166.png/ff4444/ffffff
52.958682,48.319948,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9 Garrison Park,TRUE,http://dummyimage.com/167x194.bmp/5fa2dd/ffffff
42.3593277,19.4422717,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",661 Pierstorff Crossing,TRUE,http://dummyimage.com/137x220.bmp/dddddd/000000
3.1822988,116.5314935,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",1 Eliot Place,TRUE,http://dummyimage.com/189x110.bmp/ff4444/ffffff
44.9993113,19.9820405,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",71200 Buell Terrace,FALSE,http://dummyimage.com/211x111.bmp/5fa2dd/ffffff
57.9289181,12.5332741,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",889 Brentwood Park,TRUE,http://dummyimage.com/124x177.png/5fa2dd/ffffff
50.555034,20.040976,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1 Oriole Junction,TRUE,http://dummyimage.com/165x102.jpg/cc0000/ffffff
47.2523491,28.282907,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",04262 Monica Drive,FALSE,http://dummyimage.com/214x213.bmp/dddddd/000000
25.431829,119.015255,,4896 Amoth Alley,,
-0.264241,30.1084033,,827 Bunting Plaza,,
46.67159,-71.78812,,8963 Russell Junction,,
47.0834949,51.8784102,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",53143 Oakridge Avenue,FALSE,http://dummyimage.com/202x138.png/5fa2dd/ffffff
36.2429169,128.2989526,,844 Dahle Avenue,,
40.6400629,22.9444191,,3 Vermont Center,,
-7.7799,114.0783,,08 Badeau Parkway,,
45.6168,-75.01599,,24 Melby Street,,
-6.8390238,108.059866,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",172 Logan Terrace,TRUE,http://dummyimage.com/219x214.png/dddddd/000000
40.0341373,-8.41643,,6 Artisan Center,,
-17.1927361,-70.9328138,,67 Lotheville Junction,,
48.8865404,2.215722,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",282 Gulseth Circle,FALSE,http://dummyimage.com/220x198.png/cc0000/ffffff
-7.0567806,113.6353431,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",7649 Mayfield Alley,FALSE,http://dummyimage.com/195x225.png/cc0000/ffffff
41.11023,20.0866554,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",896 Fieldstone Terrace,TRUE,http://dummyimage.com/220x192.png/5fa2dd/ffffff
25.0479835,-77.355413,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",33 Huxley Street,FALSE,http://dummyimage.com/189x176.bmp/ff4444/ffffff
-14.8119398,24.7973983,,78 Northridge Lane,,
26.908404,100.218695,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",8 Schurz Crossing,TRUE,http://dummyimage.com/243x220.jpg/ff4444/ffffff
-33.7974423,151.2502275,,05 Almo Drive,,
56.1276639,43.0729987,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",28 Corry Street,TRUE,http://dummyimage.com/114x165.jpg/ff4444/ffffff
11.1506368,106.0875326,,7709 Larry Road,,
40.9921036,21.4232499,,535 Pierstorff Court,,
39.982718,117.078294,,0602 Burrows Way,,
45.9018536,6.121072,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",195 Sutteridge Parkway,FALSE,http://dummyimage.com/238x219.png/cc0000/ffffff
4.3378413,98.0717968,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",93 Vahlen Street,TRUE,http://dummyimage.com/201x141.png/5fa2dd/ffffff
5.081006,-73.608052,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",58 Schlimgen Point,FALSE,http://dummyimage.com/157x167.bmp/5fa2dd/ffffff
8.539947,99.940316,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",3349 Pine View Place,TRUE,http://dummyimage.com/238x217.jpg/ff4444/ffffff
58.9982038,22.7468094,,65169 Vidon Center,,
-7.690753,109.2861268,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,9947 Dexter Pass,TRUE,http://dummyimage.com/240x147.bmp/dddddd/000000
36.4126577,28.1554071,,1950 Acker Court,,
59.6488946,12.5872695,,543 Dennis Junction,,
33.437877,113.609286,,78 Surrey Terrace,,
34.91914,71.09863,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",9 Jenna Alley,TRUE,http://dummyimage.com/242x240.bmp/5fa2dd/ffffff
29.171978,89.146146,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,910 Stang Lane,TRUE,http://dummyimage.com/189x177.jpg/cc0000/ffffff
49.8564201,18.4660353,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",35393 Meadow Ridge Point,FALSE,http://dummyimage.com/196x113.bmp/5fa2dd/ffffff
-32.817807,-63.877963,,4 Fair Oaks Hill,,
52.995267,16.9198184,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",977 Huxley Point,FALSE,http://dummyimage.com/106x213.bmp/dddddd/000000
44.724837,17.3220709,,91 Kenwood Park,,
56.036667,39.9203466,,8 Corben Pass,,
13.932401,46.0801697,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",0 Fairview Parkway,FALSE,http://dummyimage.com/139x133.bmp/cc0000/ffffff
50.8508489,21.0111639,,9 Sutherland Place,,
28.39895,113.02064,,4 Sachs Place,,
4.449797,96.884193,,5621 Kensington Way,,
42.0813751,48.2792467,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1120 1st Alley,FALSE,http://dummyimage.com/201x163.png/5fa2dd/ffffff
39.1955731,-9.263539,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",2910 Saint Paul Hill,FALSE,http://dummyimage.com/116x189.bmp/dddddd/000000
43.7441795,2.511999,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",9914 Jenna Center,TRUE,http://dummyimage.com/242x148.png/dddddd/000000
43.0052216,71.513917,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,7 Red Cloud Park,FALSE,http://dummyimage.com/112x135.png/cc0000/ffffff
29.963494,118.331054,,5 Tomscot Center,,
3.1523104,101.7178316,,081 Milwaukee Crossing,,
-17.8766507,30.6775054,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",754 Golden Leaf Hill,TRUE,http://dummyimage.com/198x163.bmp/cc0000/ffffff
5.1053,73.07115,,2024 Grayhawk Park,,
